"Periodo(MMM DD, AAAA)";"Unidad de Valor Real (UVR)";"Archivo"
"2004/02/11";138,8111;"UVR_Unidad de valor real"
"2004/02/12";138,8383;"UVR_Unidad de valor real"
"2004/02/13";138,8656;"UVR_Unidad de valor real"
"2004/02/14";138,8928;"UVR_Unidad de valor real"
"2004/02/15";138,9201;"UVR_Unidad de valor real"
"2004/02/16";138,9626;"UVR_Unidad de valor real"
"2004/02/17";139,005;"UVR_Unidad de valor real"
"2004/02/18";139,0475;"UVR_Unidad de valor real"
"2004/02/19";139,09;"UVR_Unidad de valor real"
"2004/02/20";139,1325;"UVR_Unidad de valor real"
"2004/02/21";139,175;"UVR_Unidad de valor real"
"2004/02/22";139,2175;"UVR_Unidad de valor real"
"2004/02/23";139,2601;"UVR_Unidad de valor real"
"2004/02/24";139,3026;"UVR_Unidad de valor real"
"2004/02/25";139,3452;"UVR_Unidad de valor real"
"2004/02/26";139,3878;"UVR_Unidad de valor real"
"2004/02/27";139,4304;"UVR_Unidad de valor real"
"2004/02/28";139,473;"UVR_Unidad de valor real"
"2004/02/29";139,5156;"UVR_Unidad de valor real"
"2004/03/01";139,5582;"UVR_Unidad de valor real"
"2004/03/02";139,6009;"UVR_Unidad de valor real"
"2004/03/03";139,6436;"UVR_Unidad de valor real"
"2004/03/04";139,6862;"UVR_Unidad de valor real"
"2004/03/05";139,7289;"UVR_Unidad de valor real"
"2004/03/06";139,7716;"UVR_Unidad de valor real"
"2004/03/07";139,8143;"UVR_Unidad de valor real"
"2004/03/08";139,857;"UVR_Unidad de valor real"
"2004/03/09";139,8998;"UVR_Unidad de valor real"
"2004/03/10";139,9425;"UVR_Unidad de valor real"
"2004/03/11";139,9853;"UVR_Unidad de valor real"
"2004/03/12";140,0281;"UVR_Unidad de valor real"
"2004/03/13";140,0709;"UVR_Unidad de valor real"
"2004/03/14";140,1137;"UVR_Unidad de valor real"
"2004/03/15";140,1565;"UVR_Unidad de valor real"
"2004/03/16";140,2104;"UVR_Unidad de valor real"
"2004/03/17";140,2644;"UVR_Unidad de valor real"
"2004/03/18";140,3184;"UVR_Unidad de valor real"
"2004/03/19";140,3724;"UVR_Unidad de valor real"
"2004/03/20";140,4264;"UVR_Unidad de valor real"
"2004/03/21";140,4805;"UVR_Unidad de valor real"
"2004/03/22";140,5345;"UVR_Unidad de valor real"
"2004/03/23";140,5886;"UVR_Unidad de valor real"
"2004/03/24";140,6427;"UVR_Unidad de valor real"
"2004/03/25";140,6969;"UVR_Unidad de valor real"
"2004/03/26";140,751;"UVR_Unidad de valor real"
"2004/03/27";140,8052;"UVR_Unidad de valor real"
"2004/03/28";140,8594;"UVR_Unidad de valor real"
"2004/03/29";140,9136;"UVR_Unidad de valor real"
"2004/03/30";140,9678;"UVR_Unidad de valor real"
"2004/03/31";141,0221;"UVR_Unidad de valor real"
"2004/04/01";141,0763;"UVR_Unidad de valor real"
"2004/04/02";141,1306;"UVR_Unidad de valor real"
"2004/04/03";141,1849;"UVR_Unidad de valor real"
"2004/04/04";141,2393;"UVR_Unidad de valor real"
"2004/04/05";141,2936;"UVR_Unidad de valor real"
"2004/04/06";141,348;"UVR_Unidad de valor real"
"2004/04/07";141,4024;"UVR_Unidad de valor real"
"2004/04/08";141,4568;"UVR_Unidad de valor real"
"2004/04/09";141,5113;"UVR_Unidad de valor real"
"2004/04/10";141,5657;"UVR_Unidad de valor real"
"2004/04/11";141,6202;"UVR_Unidad de valor real"
"2004/04/12";141,6747;"UVR_Unidad de valor real"
"2004/04/13";141,7293;"UVR_Unidad de valor real"
"2004/04/14";141,7838;"UVR_Unidad de valor real"
"2004/04/15";141,8384;"UVR_Unidad de valor real"
"2004/04/16";141,8845;"UVR_Unidad de valor real"
"2004/04/17";141,9306;"UVR_Unidad de valor real"
"2004/04/18";141,9768;"UVR_Unidad de valor real"
"2004/04/19";142,023;"UVR_Unidad de valor real"
"2004/04/20";142,0691;"UVR_Unidad de valor real"
"2004/04/21";142,1153;"UVR_Unidad de valor real"
"2004/04/22";142,1615;"UVR_Unidad de valor real"
"2004/04/23";142,2077;"UVR_Unidad de valor real"
"2004/04/24";142,254;"UVR_Unidad de valor real"
"2004/04/25";142,3002;"UVR_Unidad de valor real"
"2004/04/26";142,3465;"UVR_Unidad de valor real"
"2004/04/27";142,3928;"UVR_Unidad de valor real"
"2004/04/28";142,4391;"UVR_Unidad de valor real"
"2004/04/29";142,4854;"UVR_Unidad de valor real"
"2004/04/30";142,5317;"UVR_Unidad de valor real"
"2004/05/01";142,5781;"UVR_Unidad de valor real"
"2004/05/02";142,6244;"UVR_Unidad de valor real"
"2004/05/03";142,6708;"UVR_Unidad de valor real"
"2004/05/04";142,7172;"UVR_Unidad de valor real"
"2004/05/05";142,7636;"UVR_Unidad de valor real"
"2004/05/06";142,81;"UVR_Unidad de valor real"
"2004/05/07";142,8564;"UVR_Unidad de valor real"
"2004/05/08";142,9029;"UVR_Unidad de valor real"
"2004/05/09";142,9493;"UVR_Unidad de valor real"
"2004/05/10";142,9958;"UVR_Unidad de valor real"
"2004/05/11";143,0423;"UVR_Unidad de valor real"
"2004/05/12";143,0888;"UVR_Unidad de valor real"
"2004/05/13";143,1353;"UVR_Unidad de valor real"
"2004/05/14";143,1819;"UVR_Unidad de valor real"
"2004/05/15";143,2284;"UVR_Unidad de valor real"
"2004/05/16";143,2496;"UVR_Unidad de valor real"
"2004/05/17";143,2708;"UVR_Unidad de valor real"
"2004/05/18";143,292;"UVR_Unidad de valor real"
"2004/05/19";143,3132;"UVR_Unidad de valor real"
"2004/05/20";143,3345;"UVR_Unidad de valor real"
"2004/05/21";143,3557;"UVR_Unidad de valor real"
"2004/05/22";143,3769;"UVR_Unidad de valor real"
"2004/05/23";143,3981;"UVR_Unidad de valor real"
"2004/05/24";143,4194;"UVR_Unidad de valor real"
"2004/05/25";143,4406;"UVR_Unidad de valor real"
"2004/05/26";143,4618;"UVR_Unidad de valor real"
"2004/05/27";143,4831;"UVR_Unidad de valor real"
"2004/05/28";143,5043;"UVR_Unidad de valor real"
"2004/05/29";143,5256;"UVR_Unidad de valor real"
"2004/05/30";143,5468;"UVR_Unidad de valor real"
"2004/05/31";143,5681;"UVR_Unidad de valor real"
"2004/06/01";143,5893;"UVR_Unidad de valor real"
"2004/06/02";143,6106;"UVR_Unidad de valor real"
"2004/06/03";143,6319;"UVR_Unidad de valor real"
"2004/06/04";143,6531;"UVR_Unidad de valor real"
"2004/06/05";143,6744;"UVR_Unidad de valor real"
"2004/06/06";143,6957;"UVR_Unidad de valor real"
"2004/06/07";143,7169;"UVR_Unidad de valor real"
"2004/06/08";143,7382;"UVR_Unidad de valor real"
"2004/06/09";143,7595;"UVR_Unidad de valor real"
"2004/06/10";143,7808;"UVR_Unidad de valor real"
"2004/06/11";143,8021;"UVR_Unidad de valor real"
"2004/06/12";143,8234;"UVR_Unidad de valor real"
"2004/06/13";143,8447;"UVR_Unidad de valor real"
"2004/06/14";143,866;"UVR_Unidad de valor real"
"2004/06/15";143,8873;"UVR_Unidad de valor real"
"2004/06/16";143,9055;"UVR_Unidad de valor real"
"2004/06/17";143,9237;"UVR_Unidad de valor real"
"2004/06/18";143,9419;"UVR_Unidad de valor real"
"2004/06/19";143,9601;"UVR_Unidad de valor real"
"2004/06/20";143,9783;"UVR_Unidad de valor real"
"2004/06/21";143,9965;"UVR_Unidad de valor real"
"2004/06/22";144,0147;"UVR_Unidad de valor real"
"2004/06/23";144,0329;"UVR_Unidad de valor real"
"2004/06/24";144,0511;"UVR_Unidad de valor real"
"2004/06/25";144,0693;"UVR_Unidad de valor real"
"2004/06/26";144,0875;"UVR_Unidad de valor real"
"2004/06/27";144,1058;"UVR_Unidad de valor real"
"2004/06/28";144,124;"UVR_Unidad de valor real"
"2004/06/29";144,1422;"UVR_Unidad de valor real"
"2004/06/30";144,1604;"UVR_Unidad de valor real"
"2004/07/01";144,1787;"UVR_Unidad de valor real"
"2004/07/02";144,1969;"UVR_Unidad de valor real"
"2004/07/03";144,2151;"UVR_Unidad de valor real"
"2004/07/04";144,2333;"UVR_Unidad de valor real"
"2004/07/05";144,2516;"UVR_Unidad de valor real"
"2004/07/06";144,2698;"UVR_Unidad de valor real"
"2004/07/07";144,2881;"UVR_Unidad de valor real"
"2004/07/08";144,3063;"UVR_Unidad de valor real"
"2004/07/09";144,3246;"UVR_Unidad de valor real"
"2004/07/10";144,3428;"UVR_Unidad de valor real"
"2004/07/11";144,361;"UVR_Unidad de valor real"
"2004/07/12";144,3793;"UVR_Unidad de valor real"
"2004/07/13";144,3976;"UVR_Unidad de valor real"
"2004/07/14";144,4158;"UVR_Unidad de valor real"
"2004/07/15";144,4341;"UVR_Unidad de valor real"
"2004/07/16";144,462;"UVR_Unidad de valor real"
"2004/07/17";144,4899;"UVR_Unidad de valor real"
"2004/07/18";144,5177;"UVR_Unidad de valor real"
"2004/07/19";144,5456;"UVR_Unidad de valor real"
"2004/07/20";144,5735;"UVR_Unidad de valor real"
"2004/07/21";144,6014;"UVR_Unidad de valor real"
"2004/07/22";144,6293;"UVR_Unidad de valor real"
"2004/07/23";144,6572;"UVR_Unidad de valor real"
"2004/07/24";144,6852;"UVR_Unidad de valor real"
"2004/07/25";144,7131;"UVR_Unidad de valor real"
"2004/07/26";144,741;"UVR_Unidad de valor real"
"2004/07/27";144,7689;"UVR_Unidad de valor real"
"2004/07/28";144,7969;"UVR_Unidad de valor real"
"2004/07/29";144,8248;"UVR_Unidad de valor real"
"2004/07/30";144,8528;"UVR_Unidad de valor real"
"2004/07/31";144,8807;"UVR_Unidad de valor real"
"2004/08/01";144,9087;"UVR_Unidad de valor real"
"2004/08/02";144,9367;"UVR_Unidad de valor real"
"2004/08/03";144,9646;"UVR_Unidad de valor real"
"2004/08/04";144,9926;"UVR_Unidad de valor real"
"2004/08/05";145,0206;"UVR_Unidad de valor real"
"2004/08/06";145,0486;"UVR_Unidad de valor real"
"2004/08/07";145,0766;"UVR_Unidad de valor real"
"2004/08/08";145,1046;"UVR_Unidad de valor real"
"2004/08/09";145,1326;"UVR_Unidad de valor real"
"2004/08/10";145,1606;"UVR_Unidad de valor real"
"2004/08/11";145,1886;"UVR_Unidad de valor real"
"2004/08/12";145,2166;"UVR_Unidad de valor real"
"2004/08/13";145,2446;"UVR_Unidad de valor real"
"2004/08/14";145,2727;"UVR_Unidad de valor real"
"2004/08/15";145,3007;"UVR_Unidad de valor real"
"2004/08/16";145,2993;"UVR_Unidad de valor real"
"2004/08/17";145,2979;"UVR_Unidad de valor real"
"2004/08/18";145,2965;"UVR_Unidad de valor real"
"2004/08/19";145,2951;"UVR_Unidad de valor real"
"2004/08/20";145,2937;"UVR_Unidad de valor real"
"2004/08/21";145,2923;"UVR_Unidad de valor real"
"2004/08/22";145,2909;"UVR_Unidad de valor real"
"2004/08/23";145,2894;"UVR_Unidad de valor real"
"2004/08/24";145,288;"UVR_Unidad de valor real"
"2004/08/25";145,2866;"UVR_Unidad de valor real"
"2004/08/26";145,2852;"UVR_Unidad de valor real"
"2004/08/27";145,2838;"UVR_Unidad de valor real"
"2004/08/28";145,2824;"UVR_Unidad de valor real"
"2004/08/29";145,281;"UVR_Unidad de valor real"
"2004/08/30";145,2796;"UVR_Unidad de valor real"
"2004/08/31";145,2782;"UVR_Unidad de valor real"
"2004/09/01";145,2768;"UVR_Unidad de valor real"
"2004/09/02";145,2754;"UVR_Unidad de valor real"
"2004/09/03";145,274;"UVR_Unidad de valor real"
"2004/09/04";145,2726;"UVR_Unidad de valor real"
"2004/09/05";145,2712;"UVR_Unidad de valor real"
"2004/09/06";145,2698;"UVR_Unidad de valor real"
"2004/09/07";145,2684;"UVR_Unidad de valor real"
"2004/09/08";145,267;"UVR_Unidad de valor real"
"2004/09/09";145,2655;"UVR_Unidad de valor real"
"2004/09/10";145,2641;"UVR_Unidad de valor real"
"2004/09/11";145,2627;"UVR_Unidad de valor real"
"2004/09/12";145,2613;"UVR_Unidad de valor real"
"2004/09/13";145,2599;"UVR_Unidad de valor real"
"2004/09/14";145,2585;"UVR_Unidad de valor real"
"2004/09/15";145,2571;"UVR_Unidad de valor real"
"2004/09/16";145,2586;"UVR_Unidad de valor real"
"2004/09/17";145,26;"UVR_Unidad de valor real"
"2004/09/18";145,2615;"UVR_Unidad de valor real"
"2004/09/19";145,2629;"UVR_Unidad de valor real"
"2004/09/20";145,2644;"UVR_Unidad de valor real"
"2004/09/21";145,2658;"UVR_Unidad de valor real"
"2004/09/22";145,2673;"UVR_Unidad de valor real"
"2004/09/23";145,2687;"UVR_Unidad de valor real"
"2004/09/24";145,2702;"UVR_Unidad de valor real"
"2004/09/25";145,2716;"UVR_Unidad de valor real"
"2004/09/26";145,2731;"UVR_Unidad de valor real"
"2004/09/27";145,2745;"UVR_Unidad de valor real"
"2004/09/28";145,276;"UVR_Unidad de valor real"
"2004/09/29";145,2774;"UVR_Unidad de valor real"
"2004/09/30";145,2789;"UVR_Unidad de valor real"
"2004/10/01";145,2803;"UVR_Unidad de valor real"
"2004/10/02";145,2818;"UVR_Unidad de valor real"
"2004/10/03";145,2832;"UVR_Unidad de valor real"
"2004/10/04";145,2847;"UVR_Unidad de valor real"
"2004/10/05";145,2861;"UVR_Unidad de valor real"
"2004/10/06";145,2876;"UVR_Unidad de valor real"
"2004/10/07";145,2891;"UVR_Unidad de valor real"
"2004/10/08";145,2905;"UVR_Unidad de valor real"
"2004/10/09";145,292;"UVR_Unidad de valor real"
"2004/10/10";145,2934;"UVR_Unidad de valor real"
"2004/10/11";145,2949;"UVR_Unidad de valor real"
"2004/10/12";145,2963;"UVR_Unidad de valor real"
"2004/10/13";145,2978;"UVR_Unidad de valor real"
"2004/10/14";145,2992;"UVR_Unidad de valor real"
"2004/10/15";145,3007;"UVR_Unidad de valor real"
"2004/10/16";145,3147;"UVR_Unidad de valor real"
"2004/10/17";145,3288;"UVR_Unidad de valor real"
"2004/10/18";145,3428;"UVR_Unidad de valor real"
"2004/10/19";145,3569;"UVR_Unidad de valor real"
"2004/10/20";145,3709;"UVR_Unidad de valor real"
"2004/10/21";145,385;"UVR_Unidad de valor real"
"2004/10/22";145,399;"UVR_Unidad de valor real"
"2004/10/23";145,4131;"UVR_Unidad de valor real"
"2004/10/24";145,4271;"UVR_Unidad de valor real"
"2004/10/25";145,4412;"UVR_Unidad de valor real"
"2004/10/26";145,4552;"UVR_Unidad de valor real"
"2004/10/27";145,4693;"UVR_Unidad de valor real"
"2004/10/28";145,4833;"UVR_Unidad de valor real"
"2004/10/29";145,4974;"UVR_Unidad de valor real"
"2004/10/30";145,5115;"UVR_Unidad de valor real"
"2004/10/31";145,5255;"UVR_Unidad de valor real"
"2004/11/01";145,5396;"UVR_Unidad de valor real"
"2004/11/02";145,5536;"UVR_Unidad de valor real"
"2004/11/03";145,5677;"UVR_Unidad de valor real"
"2004/11/04";145,5818;"UVR_Unidad de valor real"
"2004/11/05";145,5958;"UVR_Unidad de valor real"
"2004/11/06";145,6099;"UVR_Unidad de valor real"
"2004/11/07";145,624;"UVR_Unidad de valor real"
"2004/11/08";145,6381;"UVR_Unidad de valor real"
"2004/11/09";145,6521;"UVR_Unidad de valor real"
"2004/11/10";145,6662;"UVR_Unidad de valor real"
"2004/11/11";145,6803;"UVR_Unidad de valor real"
"2004/11/12";145,6944;"UVR_Unidad de valor real"
"2004/11/13";145,7084;"UVR_Unidad de valor real"
"2004/11/14";145,7225;"UVR_Unidad de valor real"
"2004/11/15";145,7366;"UVR_Unidad de valor real"
"2004/11/16";145,7361;"UVR_Unidad de valor real"
"2004/11/17";145,7356;"UVR_Unidad de valor real"
"2004/11/18";145,7351;"UVR_Unidad de valor real"
"2004/11/19";145,7347;"UVR_Unidad de valor real"
"2004/11/20";145,7342;"UVR_Unidad de valor real"
"2004/11/21";145,7337;"UVR_Unidad de valor real"
"2004/11/22";145,7332;"UVR_Unidad de valor real"
"2004/11/23";145,7327;"UVR_Unidad de valor real"
"2004/11/24";145,7322;"UVR_Unidad de valor real"
"2004/11/25";145,7317;"UVR_Unidad de valor real"
"2004/11/26";145,7313;"UVR_Unidad de valor real"
"2004/11/27";145,7308;"UVR_Unidad de valor real"
"2004/11/28";145,7303;"UVR_Unidad de valor real"
"2004/11/29";145,7298;"UVR_Unidad de valor real"
"2004/11/30";145,7293;"UVR_Unidad de valor real"
"2004/12/01";145,7288;"UVR_Unidad de valor real"
"2004/12/02";145,7283;"UVR_Unidad de valor real"
"2004/12/03";145,7279;"UVR_Unidad de valor real"
"2004/12/04";145,7274;"UVR_Unidad de valor real"
"2004/12/05";145,7269;"UVR_Unidad de valor real"
"2004/12/06";145,7264;"UVR_Unidad de valor real"
"2004/12/07";145,7259;"UVR_Unidad de valor real"
"2004/12/08";145,7254;"UVR_Unidad de valor real"
"2004/12/09";145,7249;"UVR_Unidad de valor real"
"2004/12/10";145,7245;"UVR_Unidad de valor real"
"2004/12/11";145,724;"UVR_Unidad de valor real"
"2004/12/12";145,7235;"UVR_Unidad de valor real"
"2004/12/13";145,723;"UVR_Unidad de valor real"
"2004/12/14";145,7225;"UVR_Unidad de valor real"
"2004/12/15";145,722;"UVR_Unidad de valor real"
"2004/12/16";145,7351;"UVR_Unidad de valor real"
"2004/12/17";145,7483;"UVR_Unidad de valor real"
"2004/12/18";145,7614;"UVR_Unidad de valor real"
"2004/12/19";145,7746;"UVR_Unidad de valor real"
"2004/12/20";145,7877;"UVR_Unidad de valor real"
"2004/12/21";145,8009;"UVR_Unidad de valor real"
"2004/12/22";145,814;"UVR_Unidad de valor real"
"2004/12/23";145,8272;"UVR_Unidad de valor real"
"2004/12/24";145,8403;"UVR_Unidad de valor real"
"2004/12/25";145,8535;"UVR_Unidad de valor real"
"2004/12/26";145,8667;"UVR_Unidad de valor real"
"2004/12/27";145,8798;"UVR_Unidad de valor real"
"2004/12/28";145,893;"UVR_Unidad de valor real"
"2004/12/29";145,9061;"UVR_Unidad de valor real"
"2004/12/30";145,9193;"UVR_Unidad de valor real"
"2004/12/31";145,9324;"UVR_Unidad de valor real"
"2005/01/01";145,9456;"UVR_Unidad de valor real"
"2005/01/02";145,9588;"UVR_Unidad de valor real"
"2005/01/03";145,9719;"UVR_Unidad de valor real"
"2005/01/04";145,9851;"UVR_Unidad de valor real"
"2005/01/05";145,9983;"UVR_Unidad de valor real"
"2005/01/06";146,0114;"UVR_Unidad de valor real"
"2005/01/07";146,0246;"UVR_Unidad de valor real"
"2005/01/08";146,0378;"UVR_Unidad de valor real"
"2005/01/09";146,051;"UVR_Unidad de valor real"
"2005/01/10";146,0641;"UVR_Unidad de valor real"
"2005/01/11";146,0773;"UVR_Unidad de valor real"
"2005/01/12";146,0905;"UVR_Unidad de valor real"
"2005/01/13";146,1037;"UVR_Unidad de valor real"
"2005/01/14";146,1168;"UVR_Unidad de valor real"
"2005/01/15";146,13;"UVR_Unidad de valor real"
"2005/01/16";146,1441;"UVR_Unidad de valor real"
"2005/01/17";146,1582;"UVR_Unidad de valor real"
"2005/01/18";146,1724;"UVR_Unidad de valor real"
"2005/01/19";146,1865;"UVR_Unidad de valor real"
"2005/01/20";146,2006;"UVR_Unidad de valor real"
"2005/01/21";146,2147;"UVR_Unidad de valor real"
"2005/01/22";146,2289;"UVR_Unidad de valor real"
"2005/01/23";146,243;"UVR_Unidad de valor real"
"2005/01/24";146,2571;"UVR_Unidad de valor real"
"2005/01/25";146,2713;"UVR_Unidad de valor real"
"2005/01/26";146,2854;"UVR_Unidad de valor real"
"2005/01/27";146,2995;"UVR_Unidad de valor real"
"2005/01/28";146,3137;"UVR_Unidad de valor real"
"2005/01/29";146,3278;"UVR_Unidad de valor real"
"2005/01/30";146,342;"UVR_Unidad de valor real"
"2005/01/31";146,3561;"UVR_Unidad de valor real"
"2005/02/01";146,3702;"UVR_Unidad de valor real"
"2005/02/02";146,3844;"UVR_Unidad de valor real"
"2005/02/03";146,3985;"UVR_Unidad de valor real"
"2005/02/04";146,4127;"UVR_Unidad de valor real"
"2005/02/05";146,4268;"UVR_Unidad de valor real"
"2005/02/06";146,441;"UVR_Unidad de valor real"
"2005/02/07";146,4551;"UVR_Unidad de valor real"
"2005/02/08";146,4693;"UVR_Unidad de valor real"
"2005/02/09";146,4834;"UVR_Unidad de valor real"
"2005/02/10";146,4976;"UVR_Unidad de valor real"
"2005/02/11";146,5117;"UVR_Unidad de valor real"
"2005/02/12";146,5259;"UVR_Unidad de valor real"
"2005/02/13";146,5401;"UVR_Unidad de valor real"
"2005/02/14";146,5542;"UVR_Unidad de valor real"
"2005/02/15";146,5684;"UVR_Unidad de valor real"
"2005/02/16";146,6112;"UVR_Unidad de valor real"
"2005/02/17";146,6539;"UVR_Unidad de valor real"
"2005/02/18";146,6967;"UVR_Unidad de valor real"
"2005/02/19";146,7395;"UVR_Unidad de valor real"
"2005/02/20";146,7823;"UVR_Unidad de valor real"
"2005/02/21";146,8251;"UVR_Unidad de valor real"
"2005/02/22";146,8679;"UVR_Unidad de valor real"
"2005/02/23";146,9108;"UVR_Unidad de valor real"
"2005/02/24";146,9536;"UVR_Unidad de valor real"
"2005/02/25";146,9965;"UVR_Unidad de valor real"
"2005/02/26";147,0394;"UVR_Unidad de valor real"
"2005/02/27";147,0823;"UVR_Unidad de valor real"
"2005/02/28";147,1252;"UVR_Unidad de valor real"
"2005/03/01";147,1681;"UVR_Unidad de valor real"
"2005/03/02";147,211;"UVR_Unidad de valor real"
"2005/03/03";147,254;"UVR_Unidad de valor real"
"2005/03/04";147,2969;"UVR_Unidad de valor real"
"2005/03/05";147,3399;"UVR_Unidad de valor real"
"2005/03/06";147,3829;"UVR_Unidad de valor real"
"2005/03/07";147,4259;"UVR_Unidad de valor real"
"2005/03/08";147,4689;"UVR_Unidad de valor real"
"2005/03/09";147,5119;"UVR_Unidad de valor real"
"2005/03/10";147,5549;"UVR_Unidad de valor real"
"2005/03/11";147,598;"UVR_Unidad de valor real"
"2005/03/12";147,641;"UVR_Unidad de valor real"
"2005/03/13";147,6841;"UVR_Unidad de valor real"
"2005/03/14";147,7272;"UVR_Unidad de valor real"
"2005/03/15";147,7703;"UVR_Unidad de valor real"
"2005/03/16";147,8187;"UVR_Unidad de valor real"
"2005/03/17";147,8671;"UVR_Unidad de valor real"
"2005/03/18";147,9155;"UVR_Unidad de valor real"
"2005/03/19";147,9639;"UVR_Unidad de valor real"
"2005/03/20";148,0124;"UVR_Unidad de valor real"
"2005/03/21";148,0608;"UVR_Unidad de valor real"
"2005/03/22";148,1093;"UVR_Unidad de valor real"
"2005/03/23";148,1578;"UVR_Unidad de valor real"
"2005/03/24";148,2063;"UVR_Unidad de valor real"
"2005/03/25";148,2548;"UVR_Unidad de valor real"
"2005/03/26";148,3034;"UVR_Unidad de valor real"
"2005/03/27";148,3519;"UVR_Unidad de valor real"
"2005/03/28";148,4005;"UVR_Unidad de valor real"
"2005/03/29";148,4491;"UVR_Unidad de valor real"
"2005/03/30";148,4977;"UVR_Unidad de valor real"
"2005/03/31";148,5463;"UVR_Unidad de valor real"
"2005/04/01";148,595;"UVR_Unidad de valor real"
"2005/04/02";148,6436;"UVR_Unidad de valor real"
"2005/04/03";148,6923;"UVR_Unidad de valor real"
"2005/04/04";148,741;"UVR_Unidad de valor real"
"2005/04/05";148,7897;"UVR_Unidad de valor real"
"2005/04/06";148,8384;"UVR_Unidad de valor real"
"2005/04/07";148,8871;"UVR_Unidad de valor real"
"2005/04/08";148,9359;"UVR_Unidad de valor real"
"2005/04/09";148,9846;"UVR_Unidad de valor real"
"2005/04/10";149,0334;"UVR_Unidad de valor real"
"2005/04/11";149,0822;"UVR_Unidad de valor real"
"2005/04/12";149,131;"UVR_Unidad de valor real"
"2005/04/13";149,1799;"UVR_Unidad de valor real"
"2005/04/14";149,2287;"UVR_Unidad de valor real"
"2005/04/15";149,2776;"UVR_Unidad de valor real"
"2005/04/16";149,3158;"UVR_Unidad de valor real"
"2005/04/17";149,354;"UVR_Unidad de valor real"
"2005/04/18";149,3921;"UVR_Unidad de valor real"
"2005/04/19";149,4303;"UVR_Unidad de valor real"
"2005/04/20";149,4686;"UVR_Unidad de valor real"
"2005/04/21";149,5068;"UVR_Unidad de valor real"
"2005/04/22";149,545;"UVR_Unidad de valor real"
"2005/04/23";149,5833;"UVR_Unidad de valor real"
"2005/04/24";149,6215;"UVR_Unidad de valor real"
"2005/04/25";149,6598;"UVR_Unidad de valor real"
"2005/04/26";149,698;"UVR_Unidad de valor real"
"2005/04/27";149,7363;"UVR_Unidad de valor real"
"2005/04/28";149,7746;"UVR_Unidad de valor real"
"2005/04/29";149,8129;"UVR_Unidad de valor real"
"2005/04/30";149,8512;"UVR_Unidad de valor real"
"2005/05/01";149,8895;"UVR_Unidad de valor real"
"2005/05/02";149,9279;"UVR_Unidad de valor real"
"2005/05/03";149,9662;"UVR_Unidad de valor real"
"2005/05/04";150,0046;"UVR_Unidad de valor real"
"2005/05/05";150,0429;"UVR_Unidad de valor real"
"2005/05/06";150,0813;"UVR_Unidad de valor real"
"2005/05/07";150,1197;"UVR_Unidad de valor real"
"2005/05/08";150,158;"UVR_Unidad de valor real"
"2005/05/09";150,1964;"UVR_Unidad de valor real"
"2005/05/10";150,2349;"UVR_Unidad de valor real"
"2005/05/11";150,2733;"UVR_Unidad de valor real"
"2005/05/12";150,3117;"UVR_Unidad de valor real"
"2005/05/13";150,3501;"UVR_Unidad de valor real"
"2005/05/14";150,3886;"UVR_Unidad de valor real"
"2005/05/15";150,427;"UVR_Unidad de valor real"
"2005/05/16";150,4483;"UVR_Unidad de valor real"
"2005/05/17";150,4696;"UVR_Unidad de valor real"
"2005/05/18";150,4909;"UVR_Unidad de valor real"
"2005/05/19";150,5122;"UVR_Unidad de valor real"
"2005/05/20";150,5336;"UVR_Unidad de valor real"
"2005/05/21";150,5549;"UVR_Unidad de valor real"
"2005/05/22";150,5762;"UVR_Unidad de valor real"
"2005/05/23";150,5975;"UVR_Unidad de valor real"
"2005/05/24";150,6189;"UVR_Unidad de valor real"
"2005/05/25";150,6402;"UVR_Unidad de valor real"
"2005/05/26";150,6615;"UVR_Unidad de valor real"
"2005/05/27";150,6829;"UVR_Unidad de valor real"
"2005/05/28";150,7042;"UVR_Unidad de valor real"
"2005/05/29";150,7256;"UVR_Unidad de valor real"
"2005/05/30";150,7469;"UVR_Unidad de valor real"
"2005/05/31";150,7683;"UVR_Unidad de valor real"
"2005/06/01";150,7896;"UVR_Unidad de valor real"
"2005/06/02";150,811;"UVR_Unidad de valor real"
"2005/06/03";150,8323;"UVR_Unidad de valor real"
"2005/06/04";150,8537;"UVR_Unidad de valor real"
"2005/06/05";150,8751;"UVR_Unidad de valor real"
"2005/06/06";150,8964;"UVR_Unidad de valor real"
"2005/06/07";150,9178;"UVR_Unidad de valor real"
"2005/06/08";150,9392;"UVR_Unidad de valor real"
"2005/06/09";150,9605;"UVR_Unidad de valor real"
"2005/06/10";150,9819;"UVR_Unidad de valor real"
"2005/06/11";151,0033;"UVR_Unidad de valor real"
"2005/06/12";151,0247;"UVR_Unidad de valor real"
"2005/06/13";151,0461;"UVR_Unidad de valor real"
"2005/06/14";151,0675;"UVR_Unidad de valor real"
"2005/06/15";151,0889;"UVR_Unidad de valor real"
"2005/06/16";151,1095;"UVR_Unidad de valor real"
"2005/06/17";151,1301;"UVR_Unidad de valor real"
"2005/06/18";151,1507;"UVR_Unidad de valor real"
"2005/06/19";151,1713;"UVR_Unidad de valor real"
"2005/06/20";151,192;"UVR_Unidad de valor real"
"2005/06/21";151,2126;"UVR_Unidad de valor real"
"2005/06/22";151,2332;"UVR_Unidad de valor real"
"2005/06/23";151,2538;"UVR_Unidad de valor real"
"2005/06/24";151,2745;"UVR_Unidad de valor real"
