"Periodo(MMM DD, AAAA)";"Unidad de Valor Real (UVR)";"Archivo"
"2019/12/05";270,4295;"UVR_Unidad de valor real"
"2019/12/06";270,4439;"UVR_Unidad de valor real"
"2019/12/07";270,4583;"UVR_Unidad de valor real"
"2019/12/08";270,4727;"UVR_Unidad de valor real"
"2019/12/09";270,4871;"UVR_Unidad de valor real"
"2019/12/10";270,5015;"UVR_Unidad de valor real"
"2019/12/11";270,516;"UVR_Unidad de valor real"
"2019/12/12";270,5304;"UVR_Unidad de valor real"
"2019/12/13";270,5448;"UVR_Unidad de valor real"
"2019/12/14";270,5592;"UVR_Unidad de valor real"
"2019/12/15";270,5736;"UVR_Unidad de valor real"
"2019/12/16";270,5823;"UVR_Unidad de valor real"
"2019/12/17";270,591;"UVR_Unidad de valor real"
"2019/12/18";270,5998;"UVR_Unidad de valor real"
"2019/12/19";270,6085;"UVR_Unidad de valor real"
"2019/12/20";270,6172;"UVR_Unidad de valor real"
"2019/12/21";270,6259;"UVR_Unidad de valor real"
"2019/12/22";270,6347;"UVR_Unidad de valor real"
"2019/12/23";270,6434;"UVR_Unidad de valor real"
"2019/12/24";270,6521;"UVR_Unidad de valor real"
"2019/12/25";270,6609;"UVR_Unidad de valor real"
"2019/12/26";270,6696;"UVR_Unidad de valor real"
"2019/12/27";270,6783;"UVR_Unidad de valor real"
"2019/12/28";270,687;"UVR_Unidad de valor real"
"2019/12/29";270,6958;"UVR_Unidad de valor real"
"2019/12/30";270,7045;"UVR_Unidad de valor real"
"2019/12/31";270,7132;"UVR_Unidad de valor real"
"2020/01/01";270,7219;"UVR_Unidad de valor real"
"2020/01/02";270,7307;"UVR_Unidad de valor real"
"2020/01/03";270,7394;"UVR_Unidad de valor real"
"2020/01/04";270,7481;"UVR_Unidad de valor real"
"2020/01/05";270,7569;"UVR_Unidad de valor real"
"2020/01/06";270,7656;"UVR_Unidad de valor real"
"2020/01/07";270,7743;"UVR_Unidad de valor real"
"2020/01/08";270,7831;"UVR_Unidad de valor real"
"2020/01/09";270,7918;"UVR_Unidad de valor real"
"2020/01/10";270,8005;"UVR_Unidad de valor real"
"2020/01/11";270,8092;"UVR_Unidad de valor real"
"2020/01/12";270,818;"UVR_Unidad de valor real"
"2020/01/13";270,8267;"UVR_Unidad de valor real"
"2020/01/14";270,8354;"UVR_Unidad de valor real"
"2020/01/15";270,8442;"UVR_Unidad de valor real"
"2020/01/16";270,8669;"UVR_Unidad de valor real"
"2020/01/17";270,8896;"UVR_Unidad de valor real"
"2020/01/18";270,9123;"UVR_Unidad de valor real"
"2020/01/19";270,935;"UVR_Unidad de valor real"
"2020/01/20";270,9577;"UVR_Unidad de valor real"
"2020/01/21";270,9804;"UVR_Unidad de valor real"
"2020/01/22";271,0031;"UVR_Unidad de valor real"
"2020/01/23";271,0258;"UVR_Unidad de valor real"
"2020/01/24";271,0485;"UVR_Unidad de valor real"
"2020/01/25";271,0712;"UVR_Unidad de valor real"
"2020/01/26";271,0939;"UVR_Unidad de valor real"
"2020/01/27";271,1166;"UVR_Unidad de valor real"
"2020/01/28";271,1393;"UVR_Unidad de valor real"
"2020/01/29";271,162;"UVR_Unidad de valor real"
"2020/01/30";271,1847;"UVR_Unidad de valor real"
"2020/01/31";271,2074;"UVR_Unidad de valor real"
"2020/02/01";271,2301;"UVR_Unidad de valor real"
"2020/02/02";271,2529;"UVR_Unidad de valor real"
"2020/02/03";271,2756;"UVR_Unidad de valor real"
"2020/02/04";271,2983;"UVR_Unidad de valor real"
"2020/02/05";271,321;"UVR_Unidad de valor real"
"2020/02/06";271,3438;"UVR_Unidad de valor real"
"2020/02/07";271,3665;"UVR_Unidad de valor real"
"2020/02/08";271,3892;"UVR_Unidad de valor real"
"2020/02/09";271,412;"UVR_Unidad de valor real"
"2020/02/10";271,4347;"UVR_Unidad de valor real"
"2020/02/11";271,4574;"UVR_Unidad de valor real"
"2020/02/12";271,4802;"UVR_Unidad de valor real"
"2020/02/13";271,5029;"UVR_Unidad de valor real"
"2020/02/14";271,5257;"UVR_Unidad de valor real"
"2020/02/15";271,5484;"UVR_Unidad de valor real"
"2020/02/16";271,5876;"UVR_Unidad de valor real"
"2020/02/17";271,6269;"UVR_Unidad de valor real"
"2020/02/18";271,6662;"UVR_Unidad de valor real"
"2020/02/19";271,7054;"UVR_Unidad de valor real"
"2020/02/20";271,7447;"UVR_Unidad de valor real"
"2020/02/21";271,784;"UVR_Unidad de valor real"
"2020/02/22";271,8233;"UVR_Unidad de valor real"
"2020/02/23";271,8625;"UVR_Unidad de valor real"
"2020/02/24";271,9018;"UVR_Unidad de valor real"
"2020/02/25";271,9411;"UVR_Unidad de valor real"
"2020/02/26";271,9804;"UVR_Unidad de valor real"
"2020/02/27";272,0198;"UVR_Unidad de valor real"
"2020/02/28";272,0591;"UVR_Unidad de valor real"
"2020/02/29";272,0984;"UVR_Unidad de valor real"
"2020/03/01";272,1377;"UVR_Unidad de valor real"
"2020/03/02";272,1771;"UVR_Unidad de valor real"
"2020/03/03";272,2164;"UVR_Unidad de valor real"
"2020/03/04";272,2557;"UVR_Unidad de valor real"
"2020/03/05";272,2951;"UVR_Unidad de valor real"
"2020/03/06";272,3344;"UVR_Unidad de valor real"
"2020/03/07";272,3738;"UVR_Unidad de valor real"
"2020/03/08";272,4132;"UVR_Unidad de valor real"
"2020/03/09";272,4525;"UVR_Unidad de valor real"
"2020/03/10";272,4919;"UVR_Unidad de valor real"
"2020/03/11";272,5313;"UVR_Unidad de valor real"
"2020/03/12";272,5707;"UVR_Unidad de valor real"
"2020/03/13";272,6101;"UVR_Unidad de valor real"
"2020/03/14";272,6495;"UVR_Unidad de valor real"
"2020/03/15";272,6889;"UVR_Unidad de valor real"
"2020/03/16";272,7476;"UVR_Unidad de valor real"
"2020/03/17";272,8064;"UVR_Unidad de valor real"
"2020/03/18";272,8652;"UVR_Unidad de valor real"
"2020/03/19";272,924;"UVR_Unidad de valor real"
"2020/03/20";272,9828;"UVR_Unidad de valor real"
"2020/03/21";273,0416;"UVR_Unidad de valor real"
"2020/03/22";273,1004;"UVR_Unidad de valor real"
"2020/03/23";273,1592;"UVR_Unidad de valor real"
"2020/03/24";273,2181;"UVR_Unidad de valor real"
"2020/03/25";273,2769;"UVR_Unidad de valor real"
"2020/03/26";273,3358;"UVR_Unidad de valor real"
"2020/03/27";273,3947;"UVR_Unidad de valor real"
"2020/03/28";273,4536;"UVR_Unidad de valor real"
"2020/03/29";273,5125;"UVR_Unidad de valor real"
"2020/03/30";273,5714;"UVR_Unidad de valor real"
"2020/03/31";273,6304;"UVR_Unidad de valor real"
"2020/04/01";273,6893;"UVR_Unidad de valor real"
"2020/04/02";273,7483;"UVR_Unidad de valor real"
"2020/04/03";273,8072;"UVR_Unidad de valor real"
"2020/04/04";273,8662;"UVR_Unidad de valor real"
"2020/04/05";273,9252;"UVR_Unidad de valor real"
"2020/04/06";273,9842;"UVR_Unidad de valor real"
"2020/04/07";274,0433;"UVR_Unidad de valor real"
"2020/04/08";274,1023;"UVR_Unidad de valor real"
"2020/04/09";274,1613;"UVR_Unidad de valor real"
"2020/04/10";274,2204;"UVR_Unidad de valor real"
"2020/04/11";274,2795;"UVR_Unidad de valor real"
"2020/04/12";274,3386;"UVR_Unidad de valor real"
"2020/04/13";274,3977;"UVR_Unidad de valor real"
"2020/04/14";274,4568;"UVR_Unidad de valor real"
"2020/04/15";274,5159;"UVR_Unidad de valor real"
"2020/04/16";274,5679;"UVR_Unidad de valor real"
"2020/04/17";274,6199;"UVR_Unidad de valor real"
"2020/04/18";274,672;"UVR_Unidad de valor real"
"2020/04/19";274,724;"UVR_Unidad de valor real"
"2020/04/20";274,7761;"UVR_Unidad de valor real"
"2020/04/21";274,8281;"UVR_Unidad de valor real"
"2020/04/22";274,8802;"UVR_Unidad de valor real"
"2020/04/23";274,9323;"UVR_Unidad de valor real"
"2020/04/24";274,9844;"UVR_Unidad de valor real"
"2020/04/25";275,0365;"UVR_Unidad de valor real"
"2020/04/26";275,0886;"UVR_Unidad de valor real"
"2020/04/27";275,1407;"UVR_Unidad de valor real"
"2020/04/28";275,1929;"UVR_Unidad de valor real"
"2020/04/29";275,245;"UVR_Unidad de valor real"
"2020/04/30";275,2972;"UVR_Unidad de valor real"
"2020/05/01";275,3493;"UVR_Unidad de valor real"
"2020/05/02";275,4015;"UVR_Unidad de valor real"
"2020/05/03";275,4537;"UVR_Unidad de valor real"
"2020/05/04";275,5059;"UVR_Unidad de valor real"
"2020/05/05";275,5581;"UVR_Unidad de valor real"
"2020/05/06";275,6103;"UVR_Unidad de valor real"
"2020/05/07";275,6625;"UVR_Unidad de valor real"
"2020/05/08";275,7147;"UVR_Unidad de valor real"
"2020/05/09";275,767;"UVR_Unidad de valor real"
"2020/05/10";275,8192;"UVR_Unidad de valor real"
"2020/05/11";275,8715;"UVR_Unidad de valor real"
"2020/05/12";275,9238;"UVR_Unidad de valor real"
"2020/05/13";275,976;"UVR_Unidad de valor real"
"2020/05/14";276,0283;"UVR_Unidad de valor real"
"2020/05/15";276,0806;"UVR_Unidad de valor real"
"2020/05/16";276,0948;"UVR_Unidad de valor real"
"2020/05/17";276,1091;"UVR_Unidad de valor real"
"2020/05/18";276,1233;"UVR_Unidad de valor real"
"2020/05/19";276,1376;"UVR_Unidad de valor real"
"2020/05/20";276,1518;"UVR_Unidad de valor real"
"2020/05/21";276,166;"UVR_Unidad de valor real"
"2020/05/22";276,1803;"UVR_Unidad de valor real"
"2020/05/23";276,1945;"UVR_Unidad de valor real"
"2020/05/24";276,2088;"UVR_Unidad de valor real"
"2020/05/25";276,223;"UVR_Unidad de valor real"
"2020/05/26";276,2373;"UVR_Unidad de valor real"
"2020/05/27";276,2515;"UVR_Unidad de valor real"
"2020/05/28";276,2658;"UVR_Unidad de valor real"
"2020/05/29";276,28;"UVR_Unidad de valor real"
"2020/05/30";276,2943;"UVR_Unidad de valor real"
"2020/05/31";276,3085;"UVR_Unidad de valor real"
"2020/06/01";276,3228;"UVR_Unidad de valor real"
"2020/06/02";276,337;"UVR_Unidad de valor real"
"2020/06/03";276,3513;"UVR_Unidad de valor real"
"2020/06/04";276,3655;"UVR_Unidad de valor real"
"2020/06/05";276,3798;"UVR_Unidad de valor real"
"2020/06/06";276,394;"UVR_Unidad de valor real"
"2020/06/07";276,4083;"UVR_Unidad de valor real"
"2020/06/08";276,4225;"UVR_Unidad de valor real"
"2020/06/09";276,4368;"UVR_Unidad de valor real"
"2020/06/10";276,451;"UVR_Unidad de valor real"
"2020/06/11";276,4653;"UVR_Unidad de valor real"
"2020/06/12";276,4796;"UVR_Unidad de valor real"
"2020/06/13";276,4938;"UVR_Unidad de valor real"
"2020/06/14";276,5081;"UVR_Unidad de valor real"
"2020/06/15";276,5223;"UVR_Unidad de valor real"
"2020/06/16";276,4928;"UVR_Unidad de valor real"
"2020/06/17";276,4632;"UVR_Unidad de valor real"
"2020/06/18";276,4337;"UVR_Unidad de valor real"
"2020/06/19";276,4042;"UVR_Unidad de valor real"
"2020/06/20";276,3746;"UVR_Unidad de valor real"
"2020/06/21";276,3451;"UVR_Unidad de valor real"
"2020/06/22";276,3156;"UVR_Unidad de valor real"
"2020/06/23";276,2861;"UVR_Unidad de valor real"
"2020/06/24";276,2565;"UVR_Unidad de valor real"
"2020/06/25";276,227;"UVR_Unidad de valor real"
"2020/06/26";276,1975;"UVR_Unidad de valor real"
"2020/06/27";276,168;"UVR_Unidad de valor real"
"2020/06/28";276,1385;"UVR_Unidad de valor real"
"2020/06/29";276,109;"UVR_Unidad de valor real"
"2020/06/30";276,0795;"UVR_Unidad de valor real"
"2020/07/01";276,05;"UVR_Unidad de valor real"
"2020/07/02";276,0205;"UVR_Unidad de valor real"
"2020/07/03";275,991;"UVR_Unidad de valor real"
"2020/07/04";275,9616;"UVR_Unidad de valor real"
"2020/07/05";275,9321;"UVR_Unidad de valor real"
"2020/07/06";275,9026;"UVR_Unidad de valor real"
"2020/07/07";275,8731;"UVR_Unidad de valor real"
"2020/07/08";275,8436;"UVR_Unidad de valor real"
"2020/07/09";275,8142;"UVR_Unidad de valor real"
"2020/07/10";275,7847;"UVR_Unidad de valor real"
"2020/07/11";275,7552;"UVR_Unidad de valor real"
"2020/07/12";275,7258;"UVR_Unidad de valor real"
"2020/07/13";275,6963;"UVR_Unidad de valor real"
"2020/07/14";275,6669;"UVR_Unidad de valor real"
"2020/07/15";275,6374;"UVR_Unidad de valor real"
"2020/07/16";275,6035;"UVR_Unidad de valor real"
"2020/07/17";275,5697;"UVR_Unidad de valor real"
"2020/07/18";275,5359;"UVR_Unidad de valor real"
"2020/07/19";275,502;"UVR_Unidad de valor real"
"2020/07/20";275,4682;"UVR_Unidad de valor real"
"2020/07/21";275,4344;"UVR_Unidad de valor real"
"2020/07/22";275,4005;"UVR_Unidad de valor real"
"2020/07/23";275,3667;"UVR_Unidad de valor real"
"2020/07/24";275,3329;"UVR_Unidad de valor real"
"2020/07/25";275,2991;"UVR_Unidad de valor real"
"2020/07/26";275,2653;"UVR_Unidad de valor real"
"2020/07/27";275,2315;"UVR_Unidad de valor real"
"2020/07/28";275,1977;"UVR_Unidad de valor real"
"2020/07/29";275,1639;"UVR_Unidad de valor real"
"2020/07/30";275,1301;"UVR_Unidad de valor real"
"2020/07/31";275,0963;"UVR_Unidad de valor real"
"2020/08/01";275,0625;"UVR_Unidad de valor real"
"2020/08/02";275,0287;"UVR_Unidad de valor real"
"2020/08/03";274,995;"UVR_Unidad de valor real"
"2020/08/04";274,9612;"UVR_Unidad de valor real"
"2020/08/05";274,9274;"UVR_Unidad de valor real"
"2020/08/06";274,8937;"UVR_Unidad de valor real"
"2020/08/07";274,8599;"UVR_Unidad de valor real"
"2020/08/08";274,8261;"UVR_Unidad de valor real"
"2020/08/09";274,7924;"UVR_Unidad de valor real"
"2020/08/10";274,7586;"UVR_Unidad de valor real"
"2020/08/11";274,7249;"UVR_Unidad de valor real"
"2020/08/12";274,6912;"UVR_Unidad de valor real"
"2020/08/13";274,6574;"UVR_Unidad de valor real"
"2020/08/14";274,6237;"UVR_Unidad de valor real"
"2020/08/15";274,59;"UVR_Unidad de valor real"
"2020/08/16";274,59;"UVR_Unidad de valor real"
"2020/08/17";274,59;"UVR_Unidad de valor real"
"2020/08/18";274,59;"UVR_Unidad de valor real"
"2020/08/19";274,59;"UVR_Unidad de valor real"
"2020/08/20";274,59;"UVR_Unidad de valor real"
"2020/08/21";274,59;"UVR_Unidad de valor real"
"2020/08/22";274,59;"UVR_Unidad de valor real"
"2020/08/23";274,59;"UVR_Unidad de valor real"
"2020/08/24";274,59;"UVR_Unidad de valor real"
"2020/08/25";274,59;"UVR_Unidad de valor real"
"2020/08/26";274,59;"UVR_Unidad de valor real"
"2020/08/27";274,59;"UVR_Unidad de valor real"
"2020/08/28";274,59;"UVR_Unidad de valor real"
"2020/08/29";274,59;"UVR_Unidad de valor real"
"2020/08/30";274,59;"UVR_Unidad de valor real"
"2020/08/31";274,59;"UVR_Unidad de valor real"
"2020/09/01";274,59;"UVR_Unidad de valor real"
"2020/09/02";274,59;"UVR_Unidad de valor real"
"2020/09/03";274,59;"UVR_Unidad de valor real"
"2020/09/04";274,59;"UVR_Unidad de valor real"
"2020/09/05";274,59;"UVR_Unidad de valor real"
"2020/09/06";274,59;"UVR_Unidad de valor real"
"2020/09/07";274,59;"UVR_Unidad de valor real"
"2020/09/08";274,59;"UVR_Unidad de valor real"
"2020/09/09";274,59;"UVR_Unidad de valor real"
"2020/09/10";274,59;"UVR_Unidad de valor real"
"2020/09/11";274,59;"UVR_Unidad de valor real"
"2020/09/12";274,59;"UVR_Unidad de valor real"
"2020/09/13";274,59;"UVR_Unidad de valor real"
"2020/09/14";274,59;"UVR_Unidad de valor real"
"2020/09/15";274,59;"UVR_Unidad de valor real"
"2020/09/16";274,5891;"UVR_Unidad de valor real"
"2020/09/17";274,5882;"UVR_Unidad de valor real"
"2020/09/18";274,5873;"UVR_Unidad de valor real"
"2020/09/19";274,5863;"UVR_Unidad de valor real"
"2020/09/20";274,5854;"UVR_Unidad de valor real"
"2020/09/21";274,5845;"UVR_Unidad de valor real"
"2020/09/22";274,5836;"UVR_Unidad de valor real"
"2020/09/23";274,5827;"UVR_Unidad de valor real"
"2020/09/24";274,5818;"UVR_Unidad de valor real"
"2020/09/25";274,5808;"UVR_Unidad de valor real"
"2020/09/26";274,5799;"UVR_Unidad de valor real"
"2020/09/27";274,579;"UVR_Unidad de valor real"
"2020/09/28";274,5781;"UVR_Unidad de valor real"
"2020/09/29";274,5772;"UVR_Unidad de valor real"
"2020/09/30";274,5763;"UVR_Unidad de valor real"
"2020/10/01";274,5754;"UVR_Unidad de valor real"
"2020/10/02";274,5744;"UVR_Unidad de valor real"
"2020/10/03";274,5735;"UVR_Unidad de valor real"
"2020/10/04";274,5726;"UVR_Unidad de valor real"
"2020/10/05";274,5717;"UVR_Unidad de valor real"
"2020/10/06";274,5708;"UVR_Unidad de valor real"
"2020/10/07";274,5699;"UVR_Unidad de valor real"
"2020/10/08";274,5689;"UVR_Unidad de valor real"
"2020/10/09";274,568;"UVR_Unidad de valor real"
"2020/10/10";274,5671;"UVR_Unidad de valor real"
"2020/10/11";274,5662;"UVR_Unidad de valor real"
"2020/10/12";274,5653;"UVR_Unidad de valor real"
"2020/10/13";274,5644;"UVR_Unidad de valor real"
"2020/10/14";274,5635;"UVR_Unidad de valor real"
"2020/10/15";274,5625;"UVR_Unidad de valor real"
"2020/10/16";274,5908;"UVR_Unidad de valor real"
"2020/10/17";274,6191;"UVR_Unidad de valor real"
"2020/10/18";274,6474;"UVR_Unidad de valor real"
"2020/10/19";274,6757;"UVR_Unidad de valor real"
"2020/10/20";274,704;"UVR_Unidad de valor real"
"2020/10/21";274,7323;"UVR_Unidad de valor real"
"2020/10/22";274,7606;"UVR_Unidad de valor real"
"2020/10/23";274,789;"UVR_Unidad de valor real"
"2020/10/24";274,8173;"UVR_Unidad de valor real"
"2020/10/25";274,8456;"UVR_Unidad de valor real"
"2020/10/26";274,8739;"UVR_Unidad de valor real"
"2020/10/27";274,9023;"UVR_Unidad de valor real"
"2020/10/28";274,9306;"UVR_Unidad de valor real"
"2020/10/29";274,9589;"UVR_Unidad de valor real"
"2020/10/30";274,9873;"UVR_Unidad de valor real"
"2020/10/31";275,0156;"UVR_Unidad de valor real"
"2020/11/01";275,044;"UVR_Unidad de valor real"
"2020/11/02";275,0723;"UVR_Unidad de valor real"
"2020/11/03";275,1007;"UVR_Unidad de valor real"
"2020/11/04";275,129;"UVR_Unidad de valor real"
"2020/11/05";275,1574;"UVR_Unidad de valor real"
"2020/11/06";275,1857;"UVR_Unidad de valor real"
"2020/11/07";275,2141;"UVR_Unidad de valor real"
"2020/11/08";275,2425;"UVR_Unidad de valor real"
"2020/11/09";275,2708;"UVR_Unidad de valor real"
"2020/11/10";275,2992;"UVR_Unidad de valor real"
"2020/11/11";275,3276;"UVR_Unidad de valor real"
"2020/11/12";275,356;"UVR_Unidad de valor real"
"2020/11/13";275,3843;"UVR_Unidad de valor real"
"2020/11/14";275,4127;"UVR_Unidad de valor real"
"2020/11/15";275,4411;"UVR_Unidad de valor real"
"2020/11/16";275,4356;"UVR_Unidad de valor real"
"2020/11/17";275,4301;"UVR_Unidad de valor real"
"2020/11/18";275,4246;"UVR_Unidad de valor real"
"2020/11/19";275,4191;"UVR_Unidad de valor real"
"2020/11/20";275,4135;"UVR_Unidad de valor real"
"2020/11/21";275,408;"UVR_Unidad de valor real"
"2020/11/22";275,4025;"UVR_Unidad de valor real"
"2020/11/23";275,397;"UVR_Unidad de valor real"
"2020/11/24";275,3915;"UVR_Unidad de valor real"
"2020/11/25";275,386;"UVR_Unidad de valor real"
"2020/11/26";275,3805;"UVR_Unidad de valor real"
"2020/11/27";275,375;"UVR_Unidad de valor real"
"2020/11/28";275,3695;"UVR_Unidad de valor real"
"2020/11/29";275,364;"UVR_Unidad de valor real"
"2020/11/30";275,3585;"UVR_Unidad de valor real"
"2020/12/01";275,3529;"UVR_Unidad de valor real"
"2020/12/02";275,3474;"UVR_Unidad de valor real"
"2020/12/03";275,3419;"UVR_Unidad de valor real"
"2020/12/04";275,3364;"UVR_Unidad de valor real"
"2020/12/05";275,3309;"UVR_Unidad de valor real"
"2020/12/06";275,3254;"UVR_Unidad de valor real"
"2020/12/07";275,3199;"UVR_Unidad de valor real"
"2020/12/08";275,3144;"UVR_Unidad de valor real"
"2020/12/09";275,3089;"UVR_Unidad de valor real"
"2020/12/10";275,3034;"UVR_Unidad de valor real"
"2020/12/11";275,2979;"UVR_Unidad de valor real"
"2020/12/12";275,2924;"UVR_Unidad de valor real"
"2020/12/13";275,2868;"UVR_Unidad de valor real"
"2020/12/14";275,2813;"UVR_Unidad de valor real"
"2020/12/15";275,2758;"UVR_Unidad de valor real"
"2020/12/16";275,2625;"UVR_Unidad de valor real"
"2020/12/17";275,2491;"UVR_Unidad de valor real"
"2020/12/18";275,2358;"UVR_Unidad de valor real"
"2020/12/19";275,2225;"UVR_Unidad de valor real"
"2020/12/20";275,2092;"UVR_Unidad de valor real"
"2020/12/21";275,1958;"UVR_Unidad de valor real"
"2020/12/22";275,1825;"UVR_Unidad de valor real"
"2020/12/23";275,1692;"UVR_Unidad de valor real"
"2020/12/24";275,1559;"UVR_Unidad de valor real"
"2020/12/25";275,1425;"UVR_Unidad de valor real"
"2020/12/26";275,1292;"UVR_Unidad de valor real"
"2020/12/27";275,1159;"UVR_Unidad de valor real"
"2020/12/28";275,1026;"UVR_Unidad de valor real"
"2020/12/29";275,0892;"UVR_Unidad de valor real"
"2020/12/30";275,0759;"UVR_Unidad de valor real"
"2020/12/31";275,0626;"UVR_Unidad de valor real"
"2021/01/01";275,0493;"UVR_Unidad de valor real"
"2021/01/02";275,036;"UVR_Unidad de valor real"
"2021/01/03";275,0227;"UVR_Unidad de valor real"
"2021/01/04";275,0093;"UVR_Unidad de valor real"
"2021/01/05";274,996;"UVR_Unidad de valor real"
"2021/01/06";274,9827;"UVR_Unidad de valor real"
"2021/01/07";274,9694;"UVR_Unidad de valor real"
"2021/01/08";274,9561;"UVR_Unidad de valor real"
"2021/01/09";274,9428;"UVR_Unidad de valor real"
"2021/01/10";274,9294;"UVR_Unidad de valor real"
"2021/01/11";274,9161;"UVR_Unidad de valor real"
"2021/01/12";274,9028;"UVR_Unidad de valor real"
"2021/01/13";274,8895;"UVR_Unidad de valor real"
"2021/01/14";274,8762;"UVR_Unidad de valor real"
"2021/01/15";274,8629;"UVR_Unidad de valor real"
"2021/01/16";274,8965;"UVR_Unidad de valor real"
"2021/01/17";274,9302;"UVR_Unidad de valor real"
"2021/01/18";274,9638;"UVR_Unidad de valor real"
"2021/01/19";274,9974;"UVR_Unidad de valor real"
"2021/01/20";275,0311;"UVR_Unidad de valor real"
"2021/01/21";275,0647;"UVR_Unidad de valor real"
"2021/01/22";275,0984;"UVR_Unidad de valor real"
"2021/01/23";275,1321;"UVR_Unidad de valor real"
"2021/01/24";275,1657;"UVR_Unidad de valor real"
"2021/01/25";275,1994;"UVR_Unidad de valor real"
"2021/01/26";275,2331;"UVR_Unidad de valor real"
"2021/01/27";275,2667;"UVR_Unidad de valor real"
"2021/01/28";275,3004;"UVR_Unidad de valor real"
"2021/01/29";275,3341;"UVR_Unidad de valor real"
"2021/01/30";275,3678;"UVR_Unidad de valor real"
"2021/01/31";275,4015;"UVR_Unidad de valor real"
"2021/02/01";275,4352;"UVR_Unidad de valor real"
"2021/02/02";275,4689;"UVR_Unidad de valor real"
"2021/02/03";275,5026;"UVR_Unidad de valor real"
"2021/02/04";275,5363;"UVR_Unidad de valor real"
"2021/02/05";275,57;"UVR_Unidad de valor real"
"2021/02/06";275,6037;"UVR_Unidad de valor real"
"2021/02/07";275,6375;"UVR_Unidad de valor real"
"2021/02/08";275,6712;"UVR_Unidad de valor real"
"2021/02/09";275,7049;"UVR_Unidad de valor real"
"2021/02/10";275,7386;"UVR_Unidad de valor real"
"2021/02/11";275,7724;"UVR_Unidad de valor real"
"2021/02/12";275,8061;"UVR_Unidad de valor real"
"2021/02/13";275,8399;"UVR_Unidad de valor real"
"2021/02/14";275,8736;"UVR_Unidad de valor real"
"2021/02/15";275,9074;"UVR_Unidad de valor real"
"2021/02/16";275,9477;"UVR_Unidad de valor real"
"2021/02/17";275,988;"UVR_Unidad de valor real"
"2021/02/18";276,0284;"UVR_Unidad de valor real"
"2021/02/19";276,0687;"UVR_Unidad de valor real"
"2021/02/20";276,1091;"UVR_Unidad de valor real"
"2021/02/21";276,1494;"UVR_Unidad de valor real"
"2021/02/22";276,1898;"UVR_Unidad de valor real"
"2021/02/23";276,2301;"UVR_Unidad de valor real"
"2021/02/24";276,2705;"UVR_Unidad de valor real"
"2021/02/25";276,3109;"UVR_Unidad de valor real"
"2021/02/26";276,3513;"UVR_Unidad de valor real"
"2021/02/27";276,3916;"UVR_Unidad de valor real"
"2021/02/28";276,432;"UVR_Unidad de valor real"
"2021/03/01";276,4724;"UVR_Unidad de valor real"
"2021/03/02";276,5128;"UVR_Unidad de valor real"
"2021/03/03";276,5532;"UVR_Unidad de valor real"
"2021/03/04";276,5937;"UVR_Unidad de valor real"
"2021/03/05";276,6341;"UVR_Unidad de valor real"
"2021/03/06";276,6745;"UVR_Unidad de valor real"
"2021/03/07";276,7149;"UVR_Unidad de valor real"
"2021/03/08";276,7554;"UVR_Unidad de valor real"
"2021/03/09";276,7958;"UVR_Unidad de valor real"
"2021/03/10";276,8363;"UVR_Unidad de valor real"
"2021/03/11";276,8767;"UVR_Unidad de valor real"
"2021/03/12";276,9172;"UVR_Unidad de valor real"
"2021/03/13";276,9577;"UVR_Unidad de valor real"
"2021/03/14";276,9981;"UVR_Unidad de valor real"
"2021/03/15";277,0386;"UVR_Unidad de valor real"
"2021/03/16";277,0956;"UVR_Unidad de valor real"
"2021/03/17";277,1526;"UVR_Unidad de valor real"
"2021/03/18";277,2097;"UVR_Unidad de valor real"
"2021/03/19";277,2667;"UVR_Unidad de valor real"
"2021/03/20";277,3238;"UVR_Unidad de valor real"
"2021/03/21";277,3809;"UVR_Unidad de valor real"
"2021/03/22";277,438;"UVR_Unidad de valor real"
"2021/03/23";277,4951;"UVR_Unidad de valor real"
"2021/03/24";277,5522;"UVR_Unidad de valor real"
"2021/03/25";277,6093;"UVR_Unidad de valor real"
"2021/03/26";277,6665;"UVR_Unidad de valor real"
"2021/03/27";277,7236;"UVR_Unidad de valor real"
"2021/03/28";277,7808;"UVR_Unidad de valor real"
"2021/03/29";277,8379;"UVR_Unidad de valor real"
"2021/03/30";277,8951;"UVR_Unidad de valor real"
"2021/03/31";277,9523;"UVR_Unidad de valor real"
"2021/04/01";278,0095;"UVR_Unidad de valor real"
"2021/04/02";278,0667;"UVR_Unidad de valor real"
"2021/04/03";278,124;"UVR_Unidad de valor real"
"2021/04/04";278,1812;"UVR_Unidad de valor real"
"2021/04/05";278,2385;"UVR_Unidad de valor real"
"2021/04/06";278,2957;"UVR_Unidad de valor real"
"2021/04/07";278,353;"UVR_Unidad de valor real"
"2021/04/08";278,4103;"UVR_Unidad de valor real"
"2021/04/09";278,4676;"UVR_Unidad de valor real"
"2021/04/10";278,5249;"UVR_Unidad de valor real"
"2021/04/11";278,5822;"UVR_Unidad de valor real"
"2021/04/12";278,6396;"UVR_Unidad de valor real"
"2021/04/13";278,6969;"UVR_Unidad de valor real"
"2021/04/14";278,7543;"UVR_Unidad de valor real"
"2021/04/15";278,8116;"UVR_Unidad de valor real"
"2021/04/16";278,8589;"UVR_Unidad de valor real"
"2021/04/17";278,9062;"UVR_Unidad de valor real"
"2021/04/18";278,9535;"UVR_Unidad de valor real"
